Date,NO3N,Student_Flag
2/8/2017 8:59,0.212,
2/8/2017 9:29,0.268,
2/8/2017 9:59,0.286,
2/8/2017 10:29,0.304,
2/8/2017 10:59,0.354,
2/8/2017 11:29,0.366,
2/8/2017 11:59,0.335,
2/8/2017 12:29,0.322,
2/8/2017 12:59,0.343,
2/8/2017 13:29,0.293,
2/8/2017 13:59,0.256,
2/8/2017 14:29,0.291,
2/8/2017 14:59,0.276,
2/8/2017 15:29,0.288,
2/8/2017 15:59,0.246,
2/8/2017 16:29,0.271,
2/8/2017 16:59,0.227,
2/8/2017 17:29,0.305,
2/8/2017 17:59,0.275,
2/8/2017 18:29,0.239,
2/8/2017 18:59,0.262,
2/8/2017 19:29,0.247,
2/8/2017 19:59,0.291,
2/8/2017 20:29,0.329,
2/8/2017 20:59,0.247,
2/8/2017 21:29,0.302,
2/8/2017 21:59,0.289,
2/8/2017 22:29,0.266,
2/8/2017 22:59,0.306,
2/8/2017 23:29,0.281,
2/8/2017 23:59,0.252,
2/9/2017 0:29,0.300,
2/9/2017 0:59,0.266,
2/9/2017 1:29,0.326,
2/9/2017 1:59,0.304,
2/9/2017 2:29,0.311,
2/9/2017 2:59,0.303,
2/9/2017 3:29,0.337,
2/9/2017 3:59,0.292,
2/9/2017 4:29,0.250,
2/9/2017 4:59,0.307,
2/9/2017 5:29,0.310,
2/9/2017 5:59,0.280,
2/9/2017 6:29,0.314,
2/9/2017 6:59,0.302,
2/9/2017 7:29,0.314,
2/9/2017 7:59,0.306,
2/9/2017 8:29,0.281,
2/9/2017 8:59,0.300,
2/9/2017 9:29,0.247,
2/9/2017 9:59,0.227,
2/9/2017 10:29,0.246,
2/9/2017 10:59,0.280,
2/9/2017 11:29,0.310,
2/9/2017 11:59,0.266,
2/9/2017 12:29,0.327,
2/9/2017 12:59,0.242,
2/9/2017 13:29,0.279,
2/9/2017 13:59,0.264,
2/9/2017 14:29,0.268,
2/9/2017 14:59,0.317,
2/9/2017 15:29,0.313,
2/9/2017 15:59,0.270,
2/9/2017 16:29,0.284,
2/9/2017 16:59,0.269,
2/9/2017 17:29,0.267,
2/9/2017 17:59,0.304,
2/9/2017 18:29,0.285,
2/9/2017 18:59,0.267,
2/9/2017 19:29,0.280,
2/9/2017 19:59,0.345,
2/9/2017 20:29,0.270,
2/9/2017 20:59,0.283,
2/9/2017 21:29,0.211,
2/9/2017 21:59,0.268,
2/9/2017 22:29,0.251,
2/9/2017 22:59,0.259,
2/9/2017 23:29,0.225,
2/9/2017 23:59,0.215,
2/10/2017 0:29,0.251,
2/10/2017 0:59,0.243,
2/10/2017 1:29,0.226,
2/10/2017 1:59,0.216,
2/10/2017 2:29,0.228,
2/10/2017 2:59,0.216,
2/10/2017 3:29,0.229,
2/10/2017 3:59,0.212,
2/10/2017 4:29,0.254,
2/10/2017 4:59,0.217,
2/10/2017 5:29,0.194,
2/10/2017 5:59,0.225,
2/10/2017 6:29,0.214,
2/10/2017 6:59,0.176,
2/10/2017 7:29,0.195,
2/10/2017 7:59,0.220,
2/10/2017 8:29,0.185,
2/10/2017 8:59,0.224,
2/10/2017 9:29,0.211,
2/10/2017 9:59,0.170,
2/10/2017 10:29,0.222,
2/10/2017 10:59,0.186,
2/10/2017 11:29,0.187,
2/10/2017 11:59,0.256,
2/10/2017 12:29,0.203,
2/10/2017 12:59,0.177,
2/10/2017 13:29,0.203,
2/10/2017 13:59,0.190,
2/10/2017 14:29,0.177,
2/10/2017 14:59,0.224,
2/10/2017 15:29,0.189,
2/10/2017 15:59,0.195,
2/10/2017 16:29,0.173,
2/10/2017 16:59,0.184,
2/10/2017 17:29,0.223,
2/10/2017 17:59,0.143,
2/10/2017 18:29,0.190,
2/10/2017 18:59,0.223,
2/10/2017 19:29,0.210,
2/10/2017 19:59,0.192,
2/10/2017 20:29,0.208,
2/10/2017 20:59,0.191,
2/10/2017 21:29,0.183,
2/10/2017 21:59,0.184,
2/10/2017 22:29,0.133,
2/10/2017 22:59,0.152,
2/10/2017 23:29,0.193,
2/10/2017 23:59,0.251,
2/11/2017 0:29,0.148,
2/11/2017 0:59,0.176,
2/11/2017 1:29,0.194,
2/11/2017 1:59,0.149,
2/11/2017 2:29,0.179,
2/11/2017 2:59,0.178,
2/11/2017 3:29,0.186,
2/11/2017 3:59,0.165,
2/11/2017 4:29,0.227,
2/11/2017 4:59,0.155,
2/11/2017 5:29,0.191,
2/11/2017 5:59,0.155,
2/11/2017 6:29,0.134,
2/11/2017 6:59,0.200,
2/11/2017 7:29,0.208,
2/11/2017 7:59,0.140,
2/11/2017 8:29,0.162,
2/11/2017 8:59,0.159,
2/11/2017 9:29,0.137,
2/11/2017 9:59,0.149,
2/11/2017 10:29,0.166,
2/11/2017 10:59,0.142,
2/11/2017 11:29,0.141,
2/11/2017 11:59,0.124,
2/11/2017 12:29,0.106,
2/11/2017 12:59,0.159,
2/11/2017 13:29,0.163,
2/11/2017 13:59,0.132,
2/11/2017 14:29,0.158,
2/11/2017 14:59,0.186,
2/11/2017 15:29,0.235,
2/11/2017 15:59,0.257,
2/11/2017 16:29,0.237,
2/11/2017 16:59,0.293,
2/11/2017 17:29,0.269,
2/11/2017 17:59,0.254,
2/11/2017 18:29,0.267,
2/11/2017 18:59,0.256,
2/11/2017 19:29,0.249,
2/11/2017 19:59,0.307,
2/11/2017 20:29,0.267,
2/11/2017 20:59,0.276,
2/11/2017 21:29,0.257,
2/11/2017 21:59,0.214,
2/11/2017 22:29,0.206,
2/11/2017 22:59,0.207,
2/11/2017 23:29,0.198,
2/11/2017 23:59,0.182,
2/12/2017 0:29,0.194,
2/12/2017 0:59,0.165,
2/12/2017 1:29,0.227,
2/12/2017 1:59,0.143,
2/12/2017 2:29,0.183,
2/12/2017 2:59,0.217,
2/12/2017 3:29,0.223,
2/12/2017 3:59,0.189,
2/12/2017 4:29,0.169,
2/12/2017 4:59,0.208,
2/12/2017 5:29,0.208,
2/12/2017 5:59,0.221,
2/12/2017 6:29,0.202,
2/12/2017 6:59,0.183,
2/12/2017 7:29,0.214,
2/12/2017 7:59,0.235,
2/12/2017 8:29,0.228,
2/12/2017 8:59,0.183,
2/12/2017 9:29,0.216,
2/12/2017 9:59,0.205,
2/12/2017 10:29,0.207,
2/12/2017 10:59,0.205,
2/12/2017 11:29,0.228,
2/12/2017 11:59,0.229,
2/12/2017 12:29,0.253,
2/12/2017 12:59,0.274,
2/12/2017 13:29,0.340,
2/12/2017 13:59,0.274,
2/12/2017 14:29,0.293,
2/12/2017 14:59,0.232,
2/12/2017 15:29,0.271,
2/12/2017 15:59,0.262,
2/12/2017 16:29,0.264,
2/12/2017 16:59,0.281,
2/12/2017 17:29,0.256,
2/12/2017 17:59,0.250,
2/12/2017 18:29,0.238,
2/12/2017 18:59,0.231,
2/12/2017 19:29,0.268,
2/12/2017 19:59,0.236,
2/12/2017 20:29,0.212,
2/12/2017 20:59,0.236,
2/12/2017 21:29,0.225,
2/12/2017 21:59,0.230,
2/12/2017 22:29,0.247,
2/12/2017 22:59,0.214,
2/12/2017 23:29,0.231,
2/12/2017 23:59,0.283,
2/13/2017 0:29,0.304,
2/13/2017 0:59,0.311,
2/13/2017 1:29,0.284,
2/13/2017 1:59,0.332,
2/13/2017 2:29,0.348,
2/13/2017 2:59,0.321,
2/13/2017 3:29,0.288,
2/13/2017 3:59,0.330,
2/13/2017 4:29,0.332,
2/13/2017 4:59,0.313,
2/13/2017 5:29,0.329,
2/13/2017 5:59,0.304,
2/13/2017 6:29,0.277,
2/13/2017 6:59,0.227,
2/13/2017 7:29,0.267,
2/13/2017 7:59,0.265,
2/13/2017 8:29,0.255,
2/13/2017 8:59,0.228,
2/13/2017 9:29,0.305,
2/13/2017 9:59,0.263,
2/13/2017 10:29,0.256,
2/13/2017 10:59,0.313,
2/13/2017 11:29,0.254,
2/13/2017 11:59,0.266,
2/13/2017 12:29,0.201,
2/13/2017 12:59,0.257,
2/13/2017 13:29,0.245,
2/13/2017 13:59,0.278,
2/13/2017 14:29,0.278,
2/13/2017 14:59,0.262,
2/13/2017 15:29,0.269,
2/13/2017 15:59,0.275,
2/13/2017 16:29,0.287,
2/13/2017 16:59,0.314,
2/13/2017 17:29,0.290,
2/13/2017 17:59,0.249,
2/13/2017 18:29,0.244,
2/13/2017 18:59,0.263,
2/13/2017 19:29,0.227,
2/13/2017 19:59,0.225,
2/13/2017 20:29,0.237,
2/13/2017 20:59,0.261,
2/13/2017 21:29,0.229,
2/13/2017 21:59,0.261,
2/13/2017 22:29,0.229,
2/13/2017 22:59,0.211,
2/13/2017 23:29,0.220,
2/13/2017 23:59,0.234,
2/14/2017 0:29,0.214,
2/14/2017 0:59,0.176,
2/14/2017 1:29,0.220,
2/14/2017 1:59,0.206,
2/14/2017 2:29,0.237,
2/14/2017 2:59,0.242,
2/14/2017 3:29,0.182,
2/14/2017 3:59,0.239,
2/14/2017 4:29,0.173,
2/14/2017 4:59,0.171,
2/14/2017 5:29,0.192,
2/14/2017 5:59,0.160,
2/14/2017 6:29,0.209,
2/14/2017 6:59,0.139,
2/14/2017 7:29,0.246,
2/14/2017 7:59,0.251,
2/14/2017 8:29,0.235,
2/14/2017 8:59,0.256,
2/14/2017 9:29,0.168,
2/14/2017 9:59,0.251,
2/14/2017 10:29,0.262,
2/14/2017 10:59,0.257,
2/14/2017 11:29,0.277,
2/14/2017 11:59,0.290,
2/14/2017 12:29,0.280,
2/14/2017 12:59,0.228,
2/14/2017 13:29,0.277,
2/14/2017 13:59,0.243,
2/14/2017 14:29,0.337,
2/14/2017 14:59,0.307,
2/14/2017 15:29,0.447,
2/14/2017 15:59,0.431,
2/14/2017 16:29,0.363,
2/14/2017 16:59,0.374,
2/14/2017 17:29,0.352,
2/14/2017 17:59,0.336,
2/14/2017 18:29,0.324,
2/14/2017 18:59,0.328,
2/14/2017 19:29,0.341,
2/14/2017 19:59,0.282,
2/14/2017 20:29,0.327,
2/14/2017 20:59,0.347,
2/14/2017 21:29,0.234,
2/14/2017 21:59,0.162,
2/14/2017 22:29,0.030,3
2/14/2017 22:59,0.296,
2/14/2017 23:29,0.267,
2/14/2017 23:59,0.249,
2/15/2017 0:29,0.289,
2/15/2017 0:59,0.302,
2/15/2017 1:29,0.241,
2/15/2017 1:59,0.339,
2/15/2017 2:29,0.193,
2/15/2017 2:59,0.261,
2/15/2017 3:29,0.283,
2/15/2017 3:59,0.243,
2/15/2017 4:29,0.170,
2/15/2017 4:59,0.167,
2/15/2017 5:29,0.316,
2/15/2017 5:59,0.154,
2/15/2017 6:29,0.292,
2/15/2017 6:59,0.169,
2/15/2017 7:29,0.167,
2/15/2017 7:59,0.169,
2/15/2017 8:29,0.088,
2/15/2017 8:59,0.160,
2/15/2017 9:29,0.152,
2/15/2017 9:59,0.205,
2/15/2017 10:29,0.210,
2/15/2017 10:59,0.186,
2/15/2017 11:29,0.188,
2/15/2017 11:59,0.191,
2/15/2017 12:29,0.161,
2/15/2017 12:59,0.261,
2/15/2017 13:29,0.205,
2/15/2017 13:59,0.217,
2/15/2017 14:29,0.098,
2/15/2017 14:59,0.189,
2/15/2017 15:29,0.309,
2/15/2017 15:59,0.330,
2/15/2017 16:29,0.302,
2/15/2017 16:59,0.294,
2/15/2017 17:29,0.353,
2/15/2017 17:59,0.356,
2/15/2017 18:29,0.315,
2/15/2017 18:59,0.388,
2/15/2017 19:29,0.464,
2/15/2017 19:59,0.335,
2/15/2017 20:29,0.424,
2/15/2017 20:59,0.443,
2/15/2017 21:29,0.383,
2/15/2017 21:59,0.481,
2/15/2017 22:29,0.391,
2/15/2017 22:59,0.378,
2/15/2017 23:29,0.346,
2/15/2017 23:59,0.294,
2/16/2017 0:29,0.319,
2/16/2017 0:59,0.228,
2/16/2017 1:29,0.342,
2/16/2017 1:59,0.314,
2/16/2017 2:29,0.207,
2/16/2017 2:59,0.313,
2/16/2017 3:29,0.249,
2/16/2017 3:59,0.315,
2/16/2017 4:29,0.197,
2/16/2017 4:59,0.226,
2/16/2017 5:29,0.146,
2/16/2017 5:59,0.177,
2/16/2017 6:29,0.217,
2/16/2017 6:59,0.180,
2/16/2017 7:29,0.103,
2/16/2017 7:59,0.197,
2/16/2017 8:29,0.173,
2/16/2017 8:59,0.092,
2/16/2017 9:29,0.113,
2/16/2017 9:59,0.081,
2/16/2017 10:29,0.113,
2/16/2017 10:59,0.083,
2/16/2017 11:29,0.066,
2/16/2017 11:59,0.145,
2/16/2017 12:29,0.073,
2/16/2017 12:59,0.213,
2/16/2017 13:29,0.152,
2/16/2017 13:59,0.176,
2/16/2017 14:29,0.182,
2/16/2017 14:59,0.197,
2/16/2017 15:29,0.198,
2/16/2017 15:59,0.233,
2/16/2017 16:29,0.221,
2/16/2017 16:59,0.224,
2/16/2017 17:29,0.191,
2/16/2017 17:59,0.228,
2/16/2017 18:29,0.266,
2/16/2017 18:59,0.265,
2/16/2017 19:29,0.269,
2/16/2017 19:59,0.249,
2/16/2017 20:29,0.223,
2/16/2017 20:59,0.242,
2/16/2017 21:29,0.222,
2/16/2017 21:59,0.213,
2/16/2017 22:29,0.236,
2/16/2017 22:59,0.210,
2/16/2017 23:29,0.274,
2/16/2017 23:59,0.250,
2/17/2017 0:29,0.221,
2/17/2017 0:59,0.190,
2/17/2017 1:29,0.222,
2/17/2017 1:59,0.290,
2/17/2017 2:29,0.231,
2/17/2017 2:59,0.256,
2/17/2017 3:29,0.195,
2/17/2017 3:59,0.262,
2/17/2017 4:29,0.231,
2/17/2017 4:59,0.241,
2/17/2017 5:29,0.253,
2/17/2017 5:59,0.256,
2/17/2017 6:29,0.201,
2/17/2017 6:59,0.166,
2/17/2017 7:29,0.200,
2/17/2017 7:59,0.224,
2/17/2017 8:29,0.262,
2/17/2017 8:59,0.251,
2/17/2017 9:29,0.269,
2/17/2017 9:59,0.192,
2/17/2017 10:29,0.141,
2/17/2017 10:59,0.083,
2/17/2017 11:29,0.123,
2/17/2017 11:59,0.157,
2/17/2017 12:29,0.247,
2/17/2017 12:59,0.135,
2/17/2017 13:29,0.231,
2/17/2017 13:59,0.183,
2/17/2017 14:29,0.229,
2/17/2017 14:59,0.294,
2/17/2017 15:29,0.235,
2/17/2017 15:59,0.285,
2/17/2017 16:29,0.319,
2/17/2017 16:59,0.271,
2/17/2017 17:29,0.390,
2/17/2017 17:59,0.294,
2/17/2017 18:29,0.271,
2/17/2017 18:59,0.260,
2/17/2017 19:29,0.272,
2/17/2017 19:59,0.210,
2/17/2017 20:29,0.311,
2/17/2017 20:59,0.237,
2/17/2017 21:29,0.290,
2/17/2017 21:59,0.275,
2/17/2017 22:29,0.253,
2/17/2017 22:59,0.168,
2/17/2017 23:29,0.188,
2/17/2017 23:59,0.271,
2/18/2017 0:29,0.251,
2/18/2017 0:59,0.259,
2/18/2017 1:29,0.264,
2/18/2017 1:59,0.238,
2/18/2017 2:29,0.221,
2/18/2017 2:59,0.181,
2/18/2017 3:29,0.151,
2/18/2017 3:59,0.193,
2/18/2017 4:29,0.178,
2/18/2017 4:59,0.107,
2/18/2017 5:29,0.164,
2/18/2017 5:59,0.217,
2/18/2017 6:29,0.227,
2/18/2017 6:59,0.153,
2/18/2017 7:29,0.221,
2/18/2017 7:59,0.181,
2/18/2017 8:29,0.174,
2/18/2017 8:59,0.212,
2/18/2017 9:29,0.150,
2/18/2017 9:59,0.242,
2/18/2017 10:29,0.260,
2/18/2017 10:59,0.204,
2/18/2017 11:29,0.263,
2/18/2017 11:59,0.304,
2/18/2017 12:29,0.337,
2/18/2017 12:59,0.368,
2/18/2017 13:29,0.310,
2/18/2017 13:59,0.365,
2/18/2017 14:29,0.369,
2/18/2017 14:59,0.351,
2/18/2017 15:29,0.309,
2/18/2017 15:59,0.294,
2/18/2017 16:29,0.310,
2/18/2017 16:59,0.359,
2/18/2017 17:29,0.299,
2/18/2017 17:59,0.262,
2/18/2017 18:29,0.328,
2/18/2017 18:59,0.347,
2/18/2017 19:29,0.292,
2/18/2017 19:59,0.263,
2/18/2017 20:29,0.298,
2/18/2017 20:59,0.309,
2/18/2017 21:29,0.343,
2/18/2017 21:59,0.346,
2/18/2017 22:29,0.233,
2/18/2017 22:59,0.313,
2/18/2017 23:29,0.379,
2/18/2017 23:59,0.333,
2/19/2017 0:29,0.310,
2/19/2017 0:59,0.318,
2/19/2017 1:29,0.304,
2/19/2017 1:59,0.335,
2/19/2017 2:29,0.314,
2/19/2017 2:59,0.281,
2/19/2017 3:29,0.287,
2/19/2017 3:59,0.290,
2/19/2017 4:29,0.306,
2/19/2017 4:59,0.339,
2/19/2017 5:29,0.284,
2/19/2017 5:59,0.296,
2/19/2017 6:29,0.300,
2/19/2017 6:59,0.276,
2/19/2017 7:29,0.252,
2/19/2017 7:59,0.331,
2/19/2017 8:29,0.299,
2/19/2017 8:59,0.342,
2/19/2017 9:29,0.223,
2/19/2017 9:59,0.322,
2/19/2017 10:29,0.353,
2/19/2017 10:59,0.304,
2/19/2017 11:29,0.303,
2/19/2017 11:59,0.268,
2/19/2017 12:29,0.279,
2/19/2017 12:59,0.301,
2/19/2017 13:29,0.337,
2/19/2017 13:59,0.315,
2/19/2017 14:29,0.303,
2/19/2017 14:59,0.373,
2/19/2017 15:29,0.402,
2/19/2017 15:59,0.306,
2/19/2017 16:29,0.347,
2/19/2017 16:59,0.456,
2/19/2017 17:29,0.381,
2/19/2017 17:59,0.335,
2/19/2017 18:29,0.250,
2/19/2017 18:59,0.276,
2/19/2017 19:29,0.220,
2/19/2017 19:59,0.241,
2/19/2017 20:29,0.266,
2/19/2017 20:59,0.205,
2/19/2017 21:29,0.192,
2/19/2017 21:59,0.183,
2/19/2017 22:29,0.181,
2/19/2017 22:59,0.169,
2/19/2017 23:29,1.073,3
2/19/2017 23:59,0.212,
2/20/2017 0:29,0.233,
2/20/2017 0:59,0.188,
2/20/2017 1:29,0.163,
2/20/2017 1:59,0.154,
2/20/2017 2:29,0.166,
2/20/2017 2:59,0.030,
2/20/2017 3:29,0.184,
2/20/2017 3:59,0.089,
2/20/2017 4:29,0.120,
2/20/2017 4:59,0.203,
2/20/2017 5:29,0.199,
2/20/2017 5:59,0.077,
2/20/2017 6:29,0.064,
2/20/2017 6:59,0.133,
2/20/2017 7:29,0.145,
2/20/2017 7:59,0.109,
2/20/2017 8:29,0.134,
2/20/2017 8:59,0.171,
2/20/2017 9:29,0.090,
2/20/2017 9:59,0.134,
2/20/2017 10:29,0.168,
2/20/2017 10:59,0.135,
2/20/2017 11:29,0.171,
2/20/2017 11:59,0.131,
2/20/2017 12:29,0.178,
2/20/2017 12:59,0.143,
2/20/2017 13:29,0.194,
2/20/2017 13:59,0.274,
2/20/2017 14:29,0.243,
2/20/2017 14:59,0.198,
2/20/2017 15:29,0.157,
2/20/2017 15:59,0.189,
2/20/2017 16:29,0.134,
2/20/2017 16:59,0.321,
2/20/2017 17:29,0.277,
2/20/2017 17:59,0.190,
2/20/2017 18:29,0.120,
2/20/2017 18:59,0.229,
2/20/2017 19:29,0.167,
2/20/2017 19:59,0.230,
2/20/2017 20:29,0.228,
2/20/2017 20:59,0.235,
2/20/2017 21:29,0.189,
2/20/2017 21:59,0.210,
2/20/2017 22:29,0.237,
2/20/2017 22:59,0.215,
2/20/2017 23:29,0.174,
2/20/2017 23:59,0.258,
2/21/2017 0:29,0.175,
2/21/2017 0:59,0.171,
2/21/2017 1:29,0.180,
2/21/2017 1:59,0.199,
2/21/2017 2:29,0.145,
2/21/2017 2:59,0.108,
2/21/2017 3:29,0.161,
2/21/2017 3:59,0.126,
2/21/2017 4:29,0.118,
2/21/2017 4:59,0.186,
2/21/2017 5:29,0.140,
2/21/2017 5:59,0.090,
2/21/2017 6:29,0.106,
2/21/2017 6:59,0.148,
2/21/2017 7:29,0.151,
2/21/2017 7:59,0.127,
2/21/2017 8:29,0.094,
2/21/2017 8:59,0.030,
2/21/2017 9:29,0.092,
2/21/2017 9:59,0.134,
2/21/2017 10:29,0.139,
2/21/2017 10:59,0.165,
2/21/2017 11:29,0.149,
2/21/2017 11:59,0.150,
2/21/2017 12:29,0.245,
2/21/2017 12:59,0.195,
2/21/2017 13:29,0.162,
2/21/2017 13:59,0.030,
2/21/2017 14:29,0.163,
2/21/2017 14:59,0.111,
2/21/2017 15:29,0.121,
2/21/2017 15:59,0.062,
2/21/2017 16:29,0.104,
2/21/2017 16:59,0.166,
2/21/2017 17:29,0.251,
2/21/2017 17:59,0.159,
2/21/2017 18:29,0.160,
2/21/2017 18:59,0.137,
2/21/2017 19:29,0.167,
2/21/2017 19:59,0.142,
2/21/2017 20:29,0.806,3
2/21/2017 20:59,0.288,
2/21/2017 21:29,0.195,
2/21/2017 21:59,0.443,
2/21/2017 22:29,0.257,
2/21/2017 22:59,0.110,
2/21/2017 23:29,0.081,
2/21/2017 23:59,0.199,
2/22/2017 0:29,0.074,
2/22/2017 0:59,0.132,
2/22/2017 1:29,0.094,
2/22/2017 1:59,0.093,
2/22/2017 2:29,0.239,
2/22/2017 2:59,0.030,
2/22/2017 3:29,0.125,
2/22/2017 3:59,0.133,
2/22/2017 4:29,0.030,
2/22/2017 4:59,0.145,
2/22/2017 5:29,0.030,
2/22/2017 5:59,0.030,
2/22/2017 6:29,0.030,
2/22/2017 6:59,0.030,
2/22/2017 7:29,0.125,
2/22/2017 7:59,0.114,
2/22/2017 8:29,0.030,
2/22/2017 8:59,0.030,
2/22/2017 9:29,0.167,
2/22/2017 9:59,0.030,
2/22/2017 10:29,0.130,
2/22/2017 10:59,0.120,
2/22/2017 11:29,0.101,
2/22/2017 11:59,0.096,
2/22/2017 12:29,0.081,
2/22/2017 12:59,0.137,
2/22/2017 13:29,0.196,
2/22/2017 13:59,0.155,
2/22/2017 14:29,0.030,
2/22/2017 14:59,0.030,
2/22/2017 15:29,0.030,
2/22/2017 15:59,0.184,
2/22/2017 16:29,0.236,
2/22/2017 16:59,0.209,
2/22/2017 17:29,0.030,
2/22/2017 17:59,0.030,
2/22/2017 18:29,0.066,
2/22/2017 18:59,0.096,
2/22/2017 19:29,0.199,
2/22/2017 19:59,0.206,
2/22/2017 20:29,0.105,
2/22/2017 20:59,0.104,
2/22/2017 21:29,0.070,
2/22/2017 21:59,0.112,
2/22/2017 22:29,0.143,
2/22/2017 22:59,0.134,
2/22/2017 23:29,0.171,
2/22/2017 23:59,0.151,
2/23/2017 0:29,0.127,
2/23/2017 0:59,0.127,
2/23/2017 1:29,0.168,
2/23/2017 1:59,0.139,
2/23/2017 2:29,0.225,
2/23/2017 2:59,0.210,
2/23/2017 3:29,0.160,
2/23/2017 3:59,0.152,
2/23/2017 4:29,0.115,
2/23/2017 4:59,0.123,
2/23/2017 5:29,0.152,
2/23/2017 5:59,0.190,
2/23/2017 6:29,0.174,
2/23/2017 6:59,0.134,
2/23/2017 7:29,0.201,
2/23/2017 7:59,0.211,
2/23/2017 8:29,0.236,
2/23/2017 8:59,0.241,
2/23/2017 9:29,0.218,
2/23/2017 9:59,0.131,
2/23/2017 10:29,0.125,
2/23/2017 10:59,0.184,
2/23/2017 11:29,0.192,
2/23/2017 11:59,0.182,
2/23/2017 12:29,0.186,
2/23/2017 12:59,0.216,
2/23/2017 13:29,0.193,
2/23/2017 13:59,0.370,
2/23/2017 14:29,0.311,
2/23/2017 14:59,0.263,
2/23/2017 15:29,0.238,
2/23/2017 15:59,0.158,
2/23/2017 16:29,0.127,
2/23/2017 16:59,0.198,
2/23/2017 17:29,0.164,
2/23/2017 17:59,0.201,
2/23/2017 18:29,0.354,
2/23/2017 18:59,0.263,
2/23/2017 19:29,0.265,
2/23/2017 19:59,0.259,
2/23/2017 20:29,0.187,
2/23/2017 20:59,0.190,
2/23/2017 21:29,0.262,
2/23/2017 21:59,0.238,
2/23/2017 22:29,0.234,
2/23/2017 22:59,0.279,
2/23/2017 23:29,0.184,
2/23/2017 23:59,0.276,
2/24/2017 0:29,0.304,
2/24/2017 0:59,0.191,
2/24/2017 1:29,0.252,
2/24/2017 1:59,0.265,
2/24/2017 2:29,0.285,
2/24/2017 2:59,0.239,
2/24/2017 3:29,0.226,
2/24/2017 3:59,0.260,
2/24/2017 4:29,0.259,
2/24/2017 4:59,0.233,
2/24/2017 5:29,0.294,
2/24/2017 5:59,0.244,
2/24/2017 6:29,0.291,
2/24/2017 6:59,0.260,
2/24/2017 7:29,0.231,
2/24/2017 7:59,0.198,
2/24/2017 8:29,0.262,
2/24/2017 8:59,0.327,
2/24/2017 9:29,0.271,
2/24/2017 9:59,0.256,
2/24/2017 10:29,0.386,
2/24/2017 10:59,0.347,
2/24/2017 11:29,0.270,
2/24/2017 11:59,0.288,
2/24/2017 12:29,0.429,
2/24/2017 12:59,0.401,
2/24/2017 13:29,0.298,
2/24/2017 13:59,0.221,
2/24/2017 14:29,0.257,
2/24/2017 14:59,0.300,
2/24/2017 15:29,0.176,
2/24/2017 15:59,0.236,
2/24/2017 16:29,0.305,
2/24/2017 16:59,0.454,
2/24/2017 17:29,0.529,
2/24/2017 17:59,0.351,
2/24/2017 18:29,0.310,
2/24/2017 18:59,0.305,
2/24/2017 19:29,0.261,
2/24/2017 19:59,0.369,
2/24/2017 20:29,0.412,
2/24/2017 20:59,0.328,
2/24/2017 21:29,0.312,
2/24/2017 21:59,0.435,
2/24/2017 22:29,0.375,
2/24/2017 22:59,0.429,
2/24/2017 23:29,0.411,
2/24/2017 23:59,0.329,
2/25/2017 0:29,0.404,
2/25/2017 0:59,0.300,
2/25/2017 1:29,0.359,
2/25/2017 1:59,0.458,
2/25/2017 2:29,0.371,
2/25/2017 2:59,0.274,
2/25/2017 3:29,0.143,
2/25/2017 3:59,0.119,
2/25/2017 4:29,0.155,
2/25/2017 4:59,0.030,
2/25/2017 5:29,0.158,
2/25/2017 5:59,0.118,
2/25/2017 6:29,0.105,
2/25/2017 6:59,0.113,
2/25/2017 7:29,0.133,
2/25/2017 7:59,0.085,
2/25/2017 8:29,0.139,
2/25/2017 8:59,0.181,
2/25/2017 9:29,0.030,
2/25/2017 9:59,0.118,
2/25/2017 10:29,0.143,
2/25/2017 10:59,0.129,
2/25/2017 11:29,0.076,
2/25/2017 11:59,0.030,
2/25/2017 12:29,0.078,
2/25/2017 12:59,0.096,
2/25/2017 13:29,0.075,
2/25/2017 13:59,0.030,
2/25/2017 14:29,0.094,
2/25/2017 14:59,0.087,
2/25/2017 15:29,0.243,
2/25/2017 15:59,0.204,
2/25/2017 16:29,0.250,
2/25/2017 16:59,0.091,
2/25/2017 17:29,0.219,
2/25/2017 17:59,0.099,
2/25/2017 18:29,0.148,
2/25/2017 18:59,0.134,
2/25/2017 19:29,0.108,
2/25/2017 19:59,0.106,
2/25/2017 20:29,0.078,
2/25/2017 20:59,0.149,
2/25/2017 21:29,0.030,
2/25/2017 21:59,0.120,
2/25/2017 22:29,0.030,
2/25/2017 22:59,0.086,
2/25/2017 23:29,0.030,
2/25/2017 23:59,0.030,
2/26/2017 0:29,0.116,
2/26/2017 0:59,0.084,
2/26/2017 1:29,0.125,
2/26/2017 1:59,0.072,
2/26/2017 2:29,0.067,
2/26/2017 2:59,0.030,
2/26/2017 3:29,0.030,
2/26/2017 3:59,0.111,
2/26/2017 4:29,0.070,
2/26/2017 4:59,0.132,
2/26/2017 5:29,0.071,
2/26/2017 5:59,0.093,
2/26/2017 6:29,0.030,
2/26/2017 6:59,0.030,
2/26/2017 7:29,0.110,
2/26/2017 7:59,0.098,
2/26/2017 8:29,0.109,
2/26/2017 8:59,0.030,
2/26/2017 9:29,0.030,
2/26/2017 9:59,0.030,
2/26/2017 10:29,0.090,
2/26/2017 10:59,0.101,
2/26/2017 11:29,0.030,
2/26/2017 11:59,0.067,
2/26/2017 12:29,0.077,
2/26/2017 12:59,0.116,
